scientificName,family,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1950-10-05
Taxidea taxus,Mustelidae,42.7917,-110.9358,1846.0,1956-06-13
Taxidea taxus,Mustelidae,42.3211,-84.4591,,1981-06-02
Taxidea taxus,Mustelidae,33.625,-111.1917,,1952-03-31
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1973-12-20
Taxidea taxus,Mustelidae,43.597,-84.7952,,1980-08-29
Taxidea taxus,Mustelidae,31.701,-106.2422,287.0,1982-07-20
Taxidea taxus,Mustelidae,34.4194,-119.6631,,1976-01-15
Taxidea taxus,Mustelidae,45.6303,-117.2124,5805.0,1977-07-21
Taxidea taxus,Mustelidae,23.1793,-109.6883,,1896-08-01
Taxidea taxus,Mustelidae,22.6176,-102.0889,7270.0,1977-07-19
Taxidea taxus,Mustelidae,24.6825,-100.2403,,1978-05-04
Taxidea taxus,Mustelidae,45.2435,-85.3752,1202.0,1990-11-07
Taxidea taxus,Mustelidae,28.7658,-113.5594,,1974-03-08
Taxidea taxus,Mustelidae,41.9478,-86.0583,1165.0,1990-01-01
Taxidea taxus,Mustelidae,25.0888,-100.7801,,2009-05-18
Taxidea taxus,Mustelidae,35.852,-119.8298,143186.0,1999-10-28
Taxidea taxus,Mustelidae,23.1793,-109.6883,,1896-06-16
Taxidea taxus,Mustelidae,0.0019,0.0015,,1952-03-07
Taxidea taxus,Mustelidae,26.7045,-103.7579,,1996-10-19
Taxidea taxus,Mustelidae,30.4767,-116.012,,1999-11-17
Taxidea taxus,Mustelidae,25.7033,-99.2625,,1978-04-08
Taxidea taxus,Mustelidae,38.7101,-118.0412,48306.07,1925-10-15
Taxidea taxus,Mustelidae,36.463,-116.8782,1207.01,1917-04-12
Taxidea taxus,Mustelidae,40.4393,-122.6617,12.0,2007-11-20
Taxidea taxus,Mustelidae,35.4652,-114.6712,19168.9,1934-01-18
Taxidea taxus,Mustelidae,39.1007,-114.5603,6463.13,1929-07-15
Taxidea taxus,Mustelidae,39.5126,-115.9604,3244.44,1916-09-14
Taxidea taxus,Mustelidae,36.5477,-117.4888,250.0,1917-06-28
Taxidea taxus,Mustelidae,35.4452,-120.3736,5825.83,1947-03-13
Taxidea taxus,Mustelidae,35.9775,-120.9011,30.0,2007-05-28
Taxidea taxus,Mustelidae,32.3371,-114.0513,2354.47,1934-01-12
Taxidea taxus,Mustelidae,42.2481,-113.5612,14.48,1937-07-01
Taxidea taxus,Mustelidae,39.4734,-118.8519,26446.35,1940-10-15
Taxidea taxus,Mustelidae,44.1396,-112.8827,2240.21,1935-06-28
Taxidea taxus,Mustelidae,41.4362,-120.3451,3469.75,1910-06-25
Taxidea taxus,Mustelidae,36.7534,-114.1589,100.0,2018-04-13
Taxidea taxus,Mustelidae,33.6002,-106.8101,3218.69,1932-09-12
Taxidea taxus,Mustelidae,35.5896,-120.3074,2414.02,1947-03-24
Taxidea taxus,Mustelidae,41.6732,-120.2162,3511.59,1916-09-10
Taxidea taxus,Mustelidae,44.6634,-120.9519,13450.9,1929-11-06
Taxidea taxus,Mustelidae,40.6551,-121.3223,,2002-05-13
Taxidea taxus,Mustelidae,35.4815,-120.3732,4828.03,1947-02-26
Taxidea taxus,Mustelidae,38.6931,-121.9099,50417.0,1954-10-27
Taxidea taxus,Mustelidae,39.4734,-118.9454,30199.34,1940-12-10
Taxidea taxus,Mustelidae,35.4499,-120.1527,7644.38,1947-04-22
Taxidea taxus,Mustelidae,32.7923,-115.6061,30.0,1911-04-05
Taxidea taxus,Mustelidae,38.1009,-122.9119,5283.48,1913-05-31
Taxidea taxus,Mustelidae,32.2728,-113.6394,16107.92,1937-01-28
Taxidea taxus,Mustelidae,30.8834,-115.4505,7440.0,1949-07-04
Taxidea taxus,Mustelidae,33.1714,-115.5703,6720.62,1937-05-10
Taxidea taxus,Mustelidae,38.2175,-122.9738,3183.28,1960-12-10
Taxidea taxus,Mustelidae,37.7999,-117.8423,428.09,1928-06-20
Taxidea taxus,Mustelidae,37.5575,-122.4219,8046.72,1933-10-07
Taxidea taxus,Mustelidae,39.2868,-112.7271,6839.71,1937-11-30
Taxidea taxus,Mustelidae,39.3209,-118.7035,6463.13,1940-01-17
Taxidea taxus,Mustelidae,32.1396,-106.6566,,1962-07-22
Taxidea taxus,Mustelidae,36.6583,-101.5206,,1953-08-25
Taxidea taxus,Mustelidae,37.7762,-96.0801,,1933-04-27
Taxidea taxus,Mustelidae,39.4402,-118.8808,,1941-01-25
Taxidea taxus,Mustelidae,35.8589,-108.7614,,1928-07-24
Taxidea taxus,Mustelidae,42.4199,-103.735,,1922-07-24
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-12-24
Taxidea taxus,Mustelidae,39.5349,-118.8565,,1941-01-13
Taxidea taxus,Mustelidae,43.3727,-83.3527,,2003-01-01
Taxidea taxus,Mustelidae,42.5471,-100.8167,,1956-02-04
Taxidea taxus,Mustelidae,36.027,-100.142,,1956-07-26
Taxidea taxus,Mustelidae,46.0369,-88.6261,,2001-11-05
Taxidea taxus,Mustelidae,39.1547,-95.1541,,1947-11-30
Taxidea taxus,Mustelidae,38.1549,-95.2762,,1954-05-14
Taxidea taxus,Mustelidae,37.2162,-97.1687,,1971-04-09
Taxidea taxus,Mustelidae,41.378,-102.2044,,1959-07-14
Taxidea taxus,Mustelidae,38.4972,-94.9504,,1991-03-03
Taxidea taxus,Mustelidae,42.3678,-107.8527,,1951-09-19
Taxidea taxus,Mustelidae,44.7616,-109.4005,,1950-06-17
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-01-15
Taxidea taxus,Mustelidae,48.9446,-98.9978,,1939-03-10
Taxidea taxus,Mustelidae,44.1116,-101.9063,,1970-07-02
Taxidea taxus,Mustelidae,32.3283,-104.3375,,1958-06-12
Taxidea taxus,Mustelidae,39.4235,-118.9326,,1943-10-04
Taxidea taxus,Mustelidae,39.3963,-97.9456,,1959-07-15
Taxidea taxus,Mustelidae,37.7164,-96.0537,,1941-12-04
Taxidea taxus,Mustelidae,39.4511,-102.2694,,1961-06-05
Taxidea taxus,Mustelidae,41.5437,-96.1412,,1957-07-01
Taxidea taxus,Mustelidae,44.4211,-89.7175,,1982-10-13
Taxidea taxus,Mustelidae,44.7616,-109.4005,,1950-06-17
Taxidea taxus,Mustelidae,39.4734,-118.9828,,1940-11-17
Taxidea taxus,Mustelidae,45.5001,-117.1678,,1987-07-01
Taxidea taxus,Mustelidae,41.2012,-94.6424,,1959-12-26
Taxidea taxus,Mustelidae,36.8288,-101.868,,1932-08-01
Taxidea taxus,Mustelidae,33.1192,-117.0862,,1929-08-20
Taxidea taxus,Mustelidae,39.3914,-118.8829,,1942-10-19
Taxidea taxus,Mustelidae,51.05,-114.0833,,1901-03-01
Taxidea taxus,Mustelidae,40.5837,-98.3922,,1935-05-03
Taxidea taxus,Mustelidae,44.5167,-88.0129,,1993-08-12
Taxidea taxus,Mustelidae,36.805,-98.5582,,1899-05-10
Taxidea taxus,Mustelidae,36.3311,-116.5756,18.0,2017-05-25
Taxidea taxus,Mustelidae,43.7671,-103.6917,3906.0,2017-09-11
Taxidea taxus,Mustelidae,41.4403,-111.1644,437.0,2011-06-21
Taxidea taxus,Mustelidae,40.9517,-111.2013,,2015-06-16
Taxidea taxus,Mustelidae,47.3859,-91.2062,8.0,2018-04-25
Taxidea taxus,Mustelidae,41.5209,-106.0658,977.0,2016-10-14
Taxidea taxus,Mustelidae,35.4349,-119.8434,28677.0,2018-08-08
Taxidea taxus,Mustelidae,40.3684,-124.3625,811.0,2018-01-24
Taxidea taxus,Mustelidae,49.632,-114.5544,244.0,2005-06-21
Taxidea taxus,Mustelidae,40.6689,-106.325,1000.0,2018-08-19
Taxidea taxus,Mustelidae,38.0795,-122.9571,,2016-04-03
Taxidea taxus,Mustelidae,48.2397,-100.7111,,2015-06-15
Taxidea taxus,Mustelidae,32.437,-104.5354,,2016-12-02
Taxidea taxus,Mustelidae,44.8685,-110.1746,,2016-07-24
Taxidea taxus,Mustelidae,33.0515,-100.5157,8.0,2017-08-07
Taxidea taxus,Mustelidae,31.7297,-110.1881,23.0,2015-05-20
Taxidea taxus,Mustelidae,38.2797,-123.1512,28270.0,2015-12-04
Taxidea taxus,Mustelidae,36.7428,-121.3326,28505.0,2018-03-26
Taxidea taxus,Mustelidae,28.5685,-98.6722,29607.0,2013-05-18
Taxidea taxus,Mustelidae,30.264,-102.6557,5.0,2015-06-12
Taxidea taxus,Mustelidae,40.5672,-111.6314,53.0,2016-07-15
Taxidea taxus,Mustelidae,41.8685,-121.9103,2.0,2017-10-29
Taxidea taxus,Mustelidae,31.3942,-109.7305,29252.0,2016-05-22
Taxidea taxus,Mustelidae,31.9385,-102.6676,,2016-05-30
Taxidea taxus,Mustelidae,35.1281,-119.774,5.0,2018-06-03
Taxidea taxus,Mustelidae,36.669,-121.7686,121.0,2017-04-13
Taxidea taxus,Mustelidae,26.1737,-111.4747,29891.0,2015-07-14
Taxidea taxus,Mustelidae,31.1165,-109.9682,29278.0,2016-09-24
Taxidea taxus,Mustelidae,33.1764,-116.0083,29012.0,2017-12-13
Taxidea taxus,Mustelidae,41.3538,-88.8642,61.0,2017-05-22
Taxidea taxus,Mustelidae,36.5847,-104.598,213.0,2013-06-06
Taxidea taxus,Mustelidae,33.0916,-116.1115,29012.0,2017-12-13
Taxidea taxus,Mustelidae,48.0691,-101.7294,8256.0,2017-05-22
Taxidea taxus,Mustelidae,29.5149,-96.6129,3447.0,2017-11-26
Taxidea taxus,Mustelidae,50.3268,-107.0196,26389.0,2016-10-14
Taxidea taxus,Mustelidae,33.2589,-116.666,55.0,2013-06-30
Taxidea taxus,Mustelidae,38.0178,-122.9913,6096.0,2016-11-27
Taxidea taxus,Mustelidae,33.1667,-116.1018,61.0,2015-09-23
Taxidea taxus,Mustelidae,33.9307,-112.6914,10.0,2017-10-25
Taxidea taxus,Mustelidae,41.6482,-88.5926,16.0,2015-05-01
Taxidea taxus,Mustelidae,36.2817,-120.939,15.0,2013-09-09
Taxidea taxus,Mustelidae,42.9067,-117.2402,,2017-09-16
Taxidea taxus,Mustelidae,44.3095,-119.4993,,2017-06-26
Taxidea taxus,Mustelidae,44.869,-110.1667,2989.0,2014-06-25
Taxidea taxus,Mustelidae,49.0652,-107.7146,26582.0,2012-04-22
Taxidea taxus,Mustelidae,36.6212,-121.3034,28505.0,2016-02-13
Taxidea taxus,Mustelidae,30.881,-103.0688,10.0,2013-07-25
Taxidea taxus,Mustelidae,30.0467,-102.1193,2.0,2017-05-18
Taxidea taxus,Mustelidae,36.5386,-121.163,7171.0,2017-06-16
Taxidea taxus,Mustelidae,51.0045,-114.2522,26261.0,2018-07-30
Taxidea taxus,Mustelidae,46.9599,-120.1401,445.0,2017-05-12
Taxidea taxus,Mustelidae,31.384,-109.2623,29252.0,2018-08-26
Taxidea taxus,Mustelidae,47.3854,-91.2067,5.0,2018-04-22
Taxidea taxus,Mustelidae,29.488,-114.2316,31250.0,2016-07-15
Taxidea taxus,Mustelidae,38.3428,-119.4432,500.0,2016-11-01
Taxidea taxus,Mustelidae,37.0291,-121.0647,191.0,2018-05-31
Taxidea taxus,Mustelidae,33.1756,-116.0999,30.0,2009-08-04
Taxidea taxus,Mustelidae,32.6,-108.0882,50.0,2015-08-31
Taxidea taxus,Mustelidae,36.7518,-121.159,32.0,2017-03-18
Taxidea taxus,Mustelidae,32.7111,-116.5218,30.0,2018-08-13
Taxidea taxus,Mustelidae,33.1751,-116.1002,30.0,2008-07-08
Taxidea taxus,Mustelidae,33.7703,-111.9553,28916.0,2016-05-28
Taxidea taxus,Mustelidae,36.6156,-121.2013,132084.0,2017-06-07
Taxidea taxus,Mustelidae,31.1658,-108.2365,29278.0,2017-04-04
Taxidea taxus,Mustelidae,49.3246,-107.4797,26550.0,2012-09-05
Taxidea taxus,Mustelidae,46.9114,-98.7089,3232.0,1955-11-01
Taxidea taxus,Mustelidae,44.118,-85.743,6854.0,1995-10-25
Taxidea taxus,Mustelidae,42.3383,-83.8884,832.0,1954-12-14
Taxidea taxus,Mustelidae,44.2841,-83.8528,1164.0,1997-10-20
Taxidea taxus,Mustelidae,42.1817,-83.9692,11293.0,1976-01-11
Taxidea taxus,Mustelidae,31.8847,-109.1412,3555.0,1932-08-17
Taxidea taxus,Mustelidae,42.1233,-84.8166,1165.0,1993-10-30
Taxidea taxus,Mustelidae,45.1502,-84.7787,415.0,1923-06-28
Taxidea taxus,Mustelidae,45.8222,-87.3875,187.0,1922-10-30
Taxidea taxus,Mustelidae,43.9662,-84.4759,1164.0,1992-10-19
Taxidea taxus,Mustelidae,44.8239,-85.4241,1164.0,1997-10-23
Taxidea taxus,Mustelidae,42.3564,-84.6492,1165.0,1993-11-13
Taxidea taxus,Mustelidae,41.846,-85.5745,1165.0,1997-01-31
Taxidea taxus,Mustelidae,42.1684,-83.7023,5760.0,1945-03-29
Taxidea taxus,Mustelidae,42.3957,-85.3862,563.0,1944-11-01
Taxidea taxus,Mustelidae,42.0808,-84.3729,1165.0,1993-11-03
Taxidea taxus,Mustelidae,42.2544,-83.8171,1637.0,1991-09-08
Taxidea taxus,Mustelidae,41.008,-109.6474,2514.0,1929-07-11
Taxidea taxus,Mustelidae,42.0798,-85.1091,1165.0,1996-11-01
Taxidea taxus,Mustelidae,42.2143,-83.7188,6856.0,1928-01-19
Taxidea taxus,Mustelidae,42.021,-85.3417,1165.0,1995-11-16
Taxidea taxus,Mustelidae,24.6151,-101.2618,15480.0,1970-07-26
Taxidea taxus,Mustelidae,33.0314,-111.3872,5245.0,1946-07-12
Taxidea taxus,Mustelidae,35.3223,-117.9418,805.0,1969-03-24
Taxidea taxus,Mustelidae,34.7349,-118.4248,1219.0,1933-02-09
Taxidea taxus,Mustelidae,35.1894,-113.8937,16956.0,1935-10-14
Taxidea taxus,Mustelidae,34.2587,-117.1847,5646.0,1927-07-05
Taxidea taxus,Mustelidae,35.3545,-117.7497,1609.0,1969-05-01
Taxidea taxus,Mustelidae,35.2749,-117.934,8127.0,1972-11-10
Taxidea taxus,Mustelidae,35.3499,-118.2107,3219.0,1970-10-01
Taxidea taxus,Mustelidae,24.6151,-101.2618,15480.0,1970-07-26
Taxidea taxus,Mustelidae,23.1815,-102.4752,1636.0,1970-07-23
Taxidea taxus,Mustelidae,35.153,-97.4777,500.0,2006-10-22
Taxidea taxus,Mustelidae,32.3164,-102.0784,31255.0,1985-11-15
Taxidea taxus,Mustelidae,32.41,-101.486,,1963-10-12
Taxidea taxus,Mustelidae,33.576,-101.853,,1984-10-02
Taxidea taxus,Mustelidae,51.5333,-112.6833,,1922-07-01
Taxidea taxus,Mustelidae,41.5833,-109.2167,,1949-07-15
Taxidea taxus,Mustelidae,42.393,-81.8429,2.06,1961-05-09
Taxidea taxus,Mustelidae,32.626,-108.343,5200.0,1966-05-27
Taxidea taxus,Mustelidae,34.4717,-120.1886,,2007-08-01
Taxidea taxus,Mustelidae,49.0333,-115.2,,1930-05-24
Taxidea taxus,Mustelidae,39.7907,-103.7319,3036.0,1916-02-22
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1973-04-11
Taxidea taxus,Mustelidae,28.7108,-114.272,,1999-08-14
Taxidea taxus,Mustelidae,53.6575,-114.1983,1140.0,1995-07-13
Taxidea taxus,Mustelidae,26.5678,-97.7828,,1981-06-05
Taxidea taxus,Mustelidae,32.8333,-114.5,,1917-01-12
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1973-12-20
Taxidea taxus,Mustelidae,32.1209,-110.6077,,1968-06-18
Taxidea taxus,Mustelidae,39.7907,-103.7319,3036.0,1916-03-16
Taxidea taxus,Mustelidae,32.1319,-110.5189,,1933-03-01
Taxidea taxus,Mustelidae,31.891,-116.31,,2001-08-04
Taxidea taxus,Mustelidae,37.2792,-103.056,,1998-07-20
Taxidea taxus,Mustelidae,39.1136,-99.0115,,1976-12-03
Taxidea taxus,Mustelidae,24.84,-100.7057,,2009-10-20
Taxidea taxus,Mustelidae,40.7778,-103.6946,4505.0,1923-08-25
Taxidea taxus,Mustelidae,23.6552,-106.7469,,2010-04-06
Taxidea taxus,Mustelidae,25.0378,-111.7422,,1994-09-03
Taxidea taxus,Mustelidae,42.7767,-84.4725,1164.0,1958-04-21
Taxidea taxus,Mustelidae,24.1375,-110.4672,,2000-06-27
Taxidea taxus,Mustelidae,44.1965,-84.68,1164.0,1990-10-17
Taxidea taxus,Mustelidae,43.6764,-84.9003,,1974-02-22
Taxidea taxus,Mustelidae,38.8667,-102.0011,,1977-08-18
Taxidea taxus,Mustelidae,41.1388,-100.8247,,1870-01-01
Taxidea taxus,Mustelidae,48.2453,-114.2958,,2000-09-03
Taxidea taxus,Mustelidae,32.2667,-110.8667,,1916-01-07
Taxidea taxus,Mustelidae,45.2281,-118.5042,582.0,1958-10-24
Taxidea taxus,Mustelidae,37.5612,-122.4844,774.0,1948-05-01
Taxidea taxus,Mustelidae,37.2689,-99.2899,,1989-11-20
Taxidea taxus,Mustelidae,31.8536,-112.8569,,2006-01-01
Taxidea taxus,Mustelidae,49.0833,-112.4167,,1927-06-30
Taxidea taxus,Mustelidae,31.7528,-99.5128,,1998-08-16
Taxidea taxus,Mustelidae,41.92,-84.6304,2268.0,1976-12-01
Taxidea taxus,Mustelidae,32.4975,-111.2674,,1957-10-26
Taxidea taxus,Mustelidae,31.8699,-106.4406,386.0,1974-05-27
Taxidea taxus,Mustelidae,32.2184,-110.0166,,1975-09-22
Taxidea taxus,Mustelidae,19.3083,-99.225,,1984-12-18
Taxidea taxus,Mustelidae,39.4971,-101.3764,,1978-02-28
Taxidea taxus,Mustelidae,42.7337,-84.3929,1164.0,1956-04-21
Taxidea taxus,Mustelidae,43.4044,-84.0167,,1961-02-10
Taxidea taxus,Mustelidae,46.2667,-119.4333,,1921-09-11
Taxidea taxus,Mustelidae,26.6919,-103.7408,,2011-10-24
Taxidea taxus,Mustelidae,0.0019,0.0015,,1949-08-22
Taxidea taxus,Mustelidae,32.8,-116.9667,,1918-09-27
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1973-12-07
Taxidea taxus,Mustelidae,34.2448,-112.7457,7476.0,1937-06-08
Taxidea taxus,Mustelidae,32.0014,-101.0943,,1987-09-04
Taxidea taxus,Mustelidae,49.6333,-109.4833,,1974-08-17
Taxidea taxus,Mustelidae,39.2347,-99.2978,,1976-12-15
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1974-01-11
Taxidea taxus,Mustelidae,42.0055,-85.999,1202.0,1990-01-01
Taxidea taxus,Mustelidae,41.7336,-92.4841,,1974-06-16
Taxidea taxus,Mustelidae,24.8891,-100.7268,,2009-02-23
Taxidea taxus,Mustelidae,37.7234,-118.0543,2625.0,1960-07-22
Taxidea taxus,Mustelidae,41.3114,-105.5906,25595.0,1974-01-11
Taxidea taxus,Mustelidae,24.8449,-100.6795,,2009-06-16
Taxidea taxus,Mustelidae,42.4842,-85.925,1164.0,1989-11-02
Taxidea taxus,Mustelidae,44.6815,-84.1305,27385.0,1974-04-01
Taxidea taxus,Mustelidae,49.0333,-115.2,,1930-05-21
Taxidea taxus,Mustelidae,39.9472,-102.1288,2500.0,1926-12-06
Taxidea taxus,Mustelidae,26.6345,-103.7688,,1993-10-01
Taxidea taxus,Mustelidae,42.254,-120.7952,497.0,1952-11-07
Taxidea taxus,Mustelidae,42.0057,-86.1158,1202.0,1990-11-12
Taxidea taxus,Mustelidae,31.7986,-99.7908,,2008-09-21
Taxidea taxus,Mustelidae,39.97,-83.01,,1961-06-12
Taxidea taxus,Mustelidae,32.9886,-116.4486,4828.0,1923-06-22
Taxidea taxus,Mustelidae,46.8942,-88.7402,56353.0,1991-11-21
Taxidea taxus,Mustelidae,40.5178,-108.0864,3036.0,1972-09-05
Taxidea taxus,Mustelidae,33.1869,-111.319,,1967-06-17
Taxidea taxus,Mustelidae,42.8924,-84.4932,1164.0,1980-06-10
Taxidea taxus,Mustelidae,38.1956,-122.6575,500.0,2013-08-20
Taxidea taxus,Mustelidae,41.8297,-86.1572,8929.0,1965-11-01
Taxidea taxus,Mustelidae,42.8493,-84.2955,4073.0,1961-05-14
Taxidea taxus,Mustelidae,36.0362,-120.9513,,1966-12-22
Taxidea taxus,Mustelidae,32.2217,-110.9258,,1937-03-22
Taxidea taxus,Mustelidae,30.8836,-115.4503,,1949-07-04
Taxidea taxus,Mustelidae,43.0788,-89.3837,,1949-09-29
Taxidea taxus,Mustelidae,31.92,-106.039,8100.0,1962-02-18
Taxidea taxus,Mustelidae,26.4122,-108.6445,,2004-08-12
Taxidea taxus,Mustelidae,41.5919,-107.6352,969.0,1979-05-31
Taxidea taxus,Mustelidae,39.2851,-105.9135,500.0,1988-07-11
Taxidea taxus,Mustelidae,22.0342,-102.1175,,1991-09-02
Taxidea taxus,Mustelidae,32.365,-116.5646,,1972-05-06
Taxidea taxus,Mustelidae,32.7075,-110.9053,,1962-08-15
Taxidea taxus,Mustelidae,35.3011,-108.5406,,1885-01-01
Taxidea taxus,Mustelidae,39.6636,-105.8786,1000.0,1941-09-07
Taxidea taxus,Mustelidae,32.567,-106.932,23269.0,1980-07-04
Taxidea taxus,Mustelidae,42.9,-84.4236,6854.0,1968-06-25
Taxidea taxus,Mustelidae,49.0833,-112.4167,,1927-07-01
Taxidea taxus,Mustelidae,46.507,-120.8153,12885.0,1948-08-10
Taxidea taxus,Mustelidae,41.8297,-86.1572,8929.0,1965-11-01
Taxidea taxus,Mustelidae,40.14,-83.77,,1954-09-01
Taxidea taxus,Mustelidae,23.3673,-109.7748,,1931-07-01
Taxidea taxus,Mustelidae,40.5721,-115.5431,12900.5,1929-03-18
Taxidea taxus,Mustelidae,40.0074,-122.8533,5339.8,1913-08-11
Taxidea taxus,Mustelidae,37.8754,-119.3555,30.0,1915-07-30
Taxidea taxus,Mustelidae,38.1191,-122.8221,2175.83,1957-08-03
Taxidea taxus,Mustelidae,40.4542,-106.1433,500.0,1938-11-14
Taxidea taxus,Mustelidae,34.7346,-118.4246,1000.0,1904-06-21
Taxidea taxus,Mustelidae,39.2868,-112.7271,6839.71,1937-11-30
Taxidea taxus,Mustelidae,33.492,-114.9924,7242.05,1915-01-16
Taxidea taxus,Mustelidae,35.3691,-111.9383,10887.21,1931-06-16
Taxidea taxus,Mustelidae,31.639,-112.7516,10960.0,1937-01-21
Taxidea taxus,Mustelidae,36.2654,-117.1943,1000.0,1917-06-13
Taxidea taxus,Mustelidae,35.6389,-111.6599,7044.1,1932-10-12
Taxidea taxus,Mustelidae,39.2868,-112.6525,1610.95,1937-12-12
Taxidea taxus,Mustelidae,36.0634,-120.922,804.67,1959-08-02
Taxidea taxus,Mustelidae,35.4386,-120.3726,6035.04,1947-03-14
Taxidea taxus,Mustelidae,42.8712,-112.4453,8383.07,1931-01-15
Taxidea taxus,Mustelidae,37.7999,-117.8423,428.09,1928-06-21
Taxidea taxus,Mustelidae,33.3821,-114.9949,5230.37,1940-01-08
Taxidea taxus,Mustelidae,23.6023,-109.5909,,1929-08-23
Taxidea taxus,Mustelidae,34.2523,-118.3899,3218.69,1904-03-31
Taxidea taxus,Mustelidae,39.4248,-117.2268,428.09,1926-12-10
Taxidea taxus,Mustelidae,41.2304,-120.4377,1807.29,1964-06-08
Taxidea taxus,Mustelidae,35.2377,-115.4989,403.95,1937-12-16
Taxidea taxus,Mustelidae,36.3998,-121.5768,321.87,1974-05-18
Taxidea taxus,Mustelidae,41.6687,-118.5877,332.0,1909-06-16
Taxidea taxus,Mustelidae,32.9054,-114.4912,2011.68,1931-02-01
Taxidea taxus,Mustelidae,40.4146,-116.8001,428.09,1916-10-18
Taxidea taxus,Mustelidae,36.6758,-120.6112,30.0,1958-01-28
Taxidea taxus,Mustelidae,44.2588,-120.8912,6762.46,1938-06-20
Taxidea taxus,Mustelidae,32.7548,-104.3178,1609.34,1937-12-30
Taxidea taxus,Mustelidae,37.6287,-121.5229,3218.69,1959-04-29
Taxidea taxus,Mustelidae,31.4001,-115.7236,,1926-11-24
Taxidea taxus,Mustelidae,39.924,-119.4773,6377.83,1938-07-18
Taxidea taxus,Mustelidae,40.551,-120.3135,8323.53,1916-03-11
Taxidea taxus,Mustelidae,35.5758,-120.2387,4023.36,1947-01-26
Taxidea taxus,Mustelidae,42.8712,-112.4453,8383.07,1931-01-15
Taxidea taxus,Mustelidae,38.9899,-95.2575,,1961-11-04
Taxidea taxus,Mustelidae,39.4235,-118.9326,,1942-11-12
Taxidea taxus,Mustelidae,41.2236,-105.5858,,1949-10-09
Taxidea taxus,Mustelidae,38.8667,-95.3551,,1951-12-09
Taxidea taxus,Mustelidae,39.4017,-118.8697,,1942-12-20
Taxidea taxus,Mustelidae,46.9104,-111.284,,1949-07-11
Taxidea taxus,Mustelidae,39.1225,-95.242,,1960-10-19
Taxidea taxus,Mustelidae,46.2386,-86.9175,,2002-10-30
Taxidea taxus,Mustelidae,38.091,-98.4883,,1927-08-22
Taxidea taxus,Mustelidae,39.6688,-118.468,,1941-09-03
Taxidea taxus,Mustelidae,39.5067,-118.8808,,1941-02-03
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-12-24
Taxidea taxus,Mustelidae,41.7621,-106.8447,,1953-10-01
Taxidea taxus,Mustelidae,38.9717,-95.1794,,1961-12-04
Taxidea taxus,Mustelidae,42.8293,-102.9998,,1957-05-05
Taxidea taxus,Mustelidae,34.4481,-114.3933,,1926-12-23
Taxidea taxus,Mustelidae,44.7503,-101.1519,,1961-03-30
Taxidea taxus,Mustelidae,39.4291,-118.9153,,1942-10-11
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-01-15
Taxidea taxus,Mustelidae,41.3106,-105.8933,,1947-10-09
Taxidea taxus,Mustelidae,43.0656,-96.779,,1992-01-06
Taxidea taxus,Mustelidae,29.1879,-102.9365,,1952-03-07
Taxidea taxus,Mustelidae,45.5645,-100.3,,1965-07-08
Taxidea taxus,Mustelidae,39.4346,-118.8981,,1942-10-02
Taxidea taxus,Mustelidae,39.4017,-118.8697,,1942-12-13
Taxidea taxus,Mustelidae,39.3229,-118.5335,,1943-09-20
Taxidea taxus,Mustelidae,39.4402,-118.8808,,1940-11-07
Taxidea taxus,Mustelidae,42.7319,-105.0882,,1951-07-17
Taxidea taxus,Mustelidae,38.1837,-100.7997,,1956-01-27
Taxidea taxus,Mustelidae,47.6793,-97.9899,,1946-11-15
Taxidea taxus,Mustelidae,39.3634,-101.3769,,1931-01-15
Taxidea taxus,Mustelidae,39.0633,-101.2442,,1894-02-21
Taxidea taxus,Mustelidae,45.4345,-104.0365,,1970-07-08
Taxidea taxus,Mustelidae,43.2869,-89.724,,1943-12-17
Taxidea taxus,Mustelidae,41.4907,-83.8878,,1947-05-05
Taxidea taxus,Mustelidae,33.6422,-103.2876,,1973-06-01
Taxidea taxus,Mustelidae,46.8275,-100.8896,,1942-11-01
Taxidea taxus,Mustelidae,31.6292,-106.9775,29199.0,2017-06-21
Taxidea taxus,Mustelidae,40.4372,-109.3033,15.0,2014-08-31
Taxidea taxus,Mustelidae,41.8519,-110.7794,,2017-08-25
Taxidea taxus,Mustelidae,39.2588,-103.2944,,2018-04-16
Taxidea taxus,Mustelidae,37.442,-118.572,5.0,2018-07-30
Taxidea taxus,Mustelidae,24.9962,-100.7475,30025.0,2018-06-22
Taxidea taxus,Mustelidae,40.7528,-104.0033,10000.0,2007-06-05
Taxidea taxus,Mustelidae,44.0994,-98.215,6102.0,2013-07-05
Taxidea taxus,Mustelidae,31.3972,-109.9585,29252.0,2016-06-18
Taxidea taxus,Mustelidae,40.6902,-106.3555,,2018-04-21
